Permit Number,Permit Type,Tract,Status,Initiating Office,License Number,Latitude,Longitude,Census Tract,Council District
18042-90000-19041,Plumbing,EAST END TERRACE,Permit Finaled,INTERNET,940874,34.03436,-118.19339,2039,14
16016-10001-27411,Bldg-Alter/Repair,TR 2941,Permit Finaled,METRO,0,,,2032,14
16044-10000-10370,HVAC,TR 2941,Permit Finaled,METRO,622969,34.05069,-118.19451,2032,14
22041-90000-06989,Electrical,HYLAND HEIGHTS TRACT,Issued,INTERNET,503577,34.04549,-118.19599,2038,14
17041-90000-16133,Electrical,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,INTERNET,1006535,34.0438,-118.1981,2038,14
17043-10000-03138,Fire Sprinkler,KENYON AND SMITH TRACT,Permit Finaled,METRO,1003849,34.03358,-118.19762,2041.2,14
18016-70000-37566,Bldg-Alter/Repair,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,SOUTH LA,929543,34.04408,-118.19804,2038,14
16016-90000-27779,Bldg-Alter/Repair,HYLAND HEIGHTS TRACT,Permit Finaled,INTERNET,0,34.04361,-118.19625,2038,14
19042-90000-14146,Plumbing,EAST END TERRACE,Permit Finaled,INTERNET,989217,34.03574,-118.19408,2039,14
18044-10000-12955,HVAC,TR 2941,Permit Finaled,METRO,622969,34.04999,-118.1958,2032,14
17042-10000-07564,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,622969,34.03544,-118.2027,2041.2,14
17042-10000-23885,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,423484,34.03513,-118.20435,2041.2,14
18042-90000-22652,Plumbing,EAST END TERRACE,Issued,INTERNET,989217,34.036,-118.19465,2039,14
17041-10000-00835,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,855010,34.03166,-118.1942,2039,14
20014-10000-03084,Bldg-Addition,KENYON AND SMITH TRACT,CofO Issued,METRO,0,34.03199,-118.19938,2041.2,14
17016-10000-29968,Bldg-Alter/Repair,EAST END TERRACE,Permit Finaled,METRO,1030177,34.03626,-118.19375,2039,14
16042-20000-17004,Plumbing,,Permit Finaled,VAN NUYS,888955,,,2014.02,14
17041-10000-30688,Electrical,MANSFIELD TRACT,Permit Finaled,METRO,851045,34.04342,-118.19836,2038,14
17041-90000-19539,Electrical,TR 4812,Issued,INTERNET,693746,34.04143,-118.1936,2038,14
16044-10000-11007,HVAC,TR 8453,Permit Finaled,METRO,1004411,34.0539,-118.19318,2032,14
16042-40000-05137,Plumbing,PLATEAU TRACT,Permit Finaled,SANPEDRO,705233,34.03243,-118.193,2039,14
19042-90000-09265,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,INTERNET,985487,34.03676,-118.19879,2041.1,14
18044-10000-00019,HVAC,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,889646,34.03588,-118.19692,2041.1,14
18041-10000-09653,Electrical,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,METRO,802990,34.03676,-118.19879,2041.1,14
16041-10000-18093,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,METRO,888104,34.04377,-118.19662,2038,14
18041-70001-45620,Electrical,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Issued,SOUTH LA,929543,34.04408,-118.19804,2038,14
16044-10001-15016,HVAC,MOUNTAIN VIEW TRACT,Permit Finaled,METRO,938974,34.03295,-118.20206,2041.2,14
16042-30000-03666,Plumbing,TR 4812,Permit Finaled,WEST LA,399170,34.0414,-118.19329,2038,14
17044-20000-02925,HVAC,TR 5258,Permit Finaled,VAN NUYS,1006991,34.05188,-118.19375,2032,14
18041-10000-31859,Electrical,EAST END TERRACE,Permit Finaled,METRO,893236,34.03436,-118.19339,2039,14
19016-90000-17578,Bldg-Alter/Repair,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,961262,34.03509,-118.20353,2041.2,14
17041-20000-44308,Electrical,CARNATION TERRACE TRACT,Permit Finaled,VAN NUYS,1023352,34.04833,-118.19578,2038,14
19042-90000-16974,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Issued,INTERNET,989217,34.03655,-118.20059,2041.1,14
16044-10000-14357,HVAC,CORCORAN TRACT,Permit Finaled,METRO,630379,34.03907,-118.19967,2041.1,14
18042-10000-20599,Plumbing,EAST END TERRACE,Permit Finaled,METRO,1023035,34.03436,-118.19339,2039,14
18016-10000-00510,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,Permit Finaled,METRO,0,34.0367,-118.19865,2041.1,14
18042-90000-22648,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Issued,INTERNET,989217,34.03474,-118.20181,2041.2,14
18042-10001-06647,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Issued,METRO,802990,34.03676,-118.19879,2041.1,14
17016-90000-10850,Bldg-Alter/Repair,TR 8453,Refund Completed,INTERNET,837030,34.053,-118.19285,2032,14
16042-10000-02346,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,METRO,622969,34.03623,-118.20159,2041.1,14
18044-10000-12315,HVAC,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,622969,34.03665,-118.19731,2041.1,14
17042-10000-05299,Plumbing,KENYON AND SMITH TRACT,Issued,METRO,1006765,34.03189,-118.19858,2041.2,14
18041-10000-08658,Electrical,LA PALOMA HEIGHTS TRACT,Permit Finaled,METRO,0,34.0367,-118.19865,2041.1,14
16041-10001-05459,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,METRO,888104,34.04378,-118.19666,2038,14
17016-90000-13584,Bldg-Alter/Repair,TR 8453,Issued,INTERNET,923436,34.0539,-118.19318,2032,14
17016-40000-26262,Bldg-Alter/Repair,AMENDED MAP OF THE FRANCESCA TRACT,Issued,SANPEDRO,0,34.03895,-118.20204,2041.1,14
19042-90000-14145,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,989217,34.03507,-118.20133,2041.2,14
17041-10000-28460,Electrical,LA PALOMA HEIGHTS TRACT,Issued,METRO,1006765,34.03503,-118.19862,2041.1,14
19042-90000-14147,Plumbing,DACOTAH TRACT,Permit Finaled,INTERNET,989217,34.03707,-118.20199,2041.1,14
16041-10000-40194,Electrical,CARNATION TERRACE TRACT,Permit Finaled,METRO,991961,34.04792,-118.1955,2038,14
16041-10000-34363,Electrical,TR 2941,Permit Finaled,METRO,1003215,34.05113,-118.19284,2032,14
16042-90000-13689,Plumbing,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,INTERNET,650345,34.04372,-118.19935,2038,14
17016-10000-35750,Bldg-Alter/Repair,TR 8453,Permit Finaled,METRO,837030,34.053,-118.19285,2032,14
16041-70000-41905,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,SOUTH LA,800526,34.03155,-118.1941,2039,14
18041-20002-38699,Electrical,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Issued,VAN NUYS,750184,34.03452,-118.19579,2039,14
16016-90000-15496,Bldg-Alter/Repair,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,INTERNET,650345,34.04372,-118.19935,2038,14
18042-90000-08525,Plumbing,LA PALOMA HEIGHTS TRACT,Permit Finaled,INTERNET,0,34.03802,-118.19894,2041.1,14
17041-10000-01642,Electrical,DACOTAH TRACT,Permit Finaled,METRO,709117,34.03661,-118.20245,2041.1,14
22041-20000-07074,Electrical,TR 399,Issued,VAN NUYS,855010,34.03498,-118.19951,2041.2,14
19042-90000-13863,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Issued,INTERNET,989217,34.03539,-118.2026,2041.2,14
17041-10000-34842,Electrical,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,423484,34.03513,-118.20435,2041.2,14
18016-90000-10519,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,Permit Finaled,INTERNET,0,34.03799,-118.19888,2041.1,14
16042-90000-08220,Plumbing,RAYMUND HEIGHTS TRACT,Permit Finaled,INTERNET,505706,34.04519,-118.19311,2038,14
17041-90000-27838,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,468117,34.03224,-118.19711,2039,14
16044-10000-10128,HVAC,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,622969,34.03475,-118.19809,2041.1,14
16041-90000-18872,Electrical,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,INTERNET,888104,34.03669,-118.20035,2041.1,14
19016-70000-09190,Bldg-Alter/Repair,CARNATION TERRACE TRACT,Permit Finaled,SOUTH LA,753041,34.04839,-118.19525,2038,14
18042-90000-22633,Plumbing,SUBDIVISION OF THE CHEESBROUGH TRACT,Issued,INTERNET,989217,34.03941,-118.19267,2039,14
17041-20000-06042,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,VAN NUYS,706586,34.0308,-118.19687,2039,14
16044-90000-02232,HVAC,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,261690,34.03227,-118.19502,2039,14
18041-90000-42086,Electrical,PLATEAU TRACT,Permit Finaled,INTERNET,383811,34.03293,-118.19256,2039,14
18044-90000-06138,HVAC,RAYMUND HEIGHTS TRACT,Permit Finaled,INTERNET,991136,34.04468,-118.19357,2038,14
17042-40000-16061,Plumbing,PLATEAU TRACT,Permit Finaled,SANPEDRO,703172,,,2039,14
17041-10000-16550,Electrical,PLATEAU TRACT,Permit Finaled,METRO,0,34.03379,-118.19266,2039,14
16019-10000-03274,Bldg-Demolition,TR 6333,Issued,METRO,888955,,,2014.02,14
20041-10000-38352,Electrical,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,982343,34.03596,-118.20169,2041.2,14
18044-90000-10732,HVAC,TR 5258,Permit Finaled,INTERNET,921266,34.05221,-118.19442,2032,14
16044-20000-06742,HVAC,EAST END TERRACE,Permit Expired,VAN NUYS,700139,34.03598,-118.19462,2039,14
17044-40001-14483,HVAC,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,SANPEDRO,687653,34.03692,-118.19913,2041.1,14
17014-20000-03214,Bldg-Addition,EAST END TERRACE,Issued,VAN NUYS,0,34.03578,-118.19417,2039,14
16016-70000-15936,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,Permit Finaled,SOUTH LA,964798,34.03791,-118.19919,2041.1,14
18016-90000-06744,Bldg-Alter/Repair,"SUBDIVISION OF LOT 5 OF THE N 1/2 OF LOT 7, BLOCK 73 HANCOCK'S SURVEY",Permit Finaled,INTERNET,984655,34.03757,-118.20005,2041.1,14
17016-10000-02089,Bldg-Alter/Repair,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,930500,34.03886,-118.19292,2039,14
18042-10000-23847,Plumbing,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,622969,34.03665,-118.19731,2041.1,14
16042-30000-18840,Plumbing,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,WEST LA,399170,34.04508,-118.19775,2038,14
17016-10000-16568,Bldg-Alter/Repair,TR 2416,Permit Finaled,METRO,847679,,,2041.2,14
16042-10000-02292,Plumbing,KENYON AND SMITH TRACT,Permit Expired,METRO,980770,34.03151,-118.19877,2041.2,14
17016-10000-10697,Bldg-Alter/Repair,AMENDED MAP OF THE FRANCESCA TRACT,Issued,METRO,0,34.03954,-118.20197,2041.1,14
18041-90000-41322,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,993884,34.0337,-118.19661,2039,14
19042-10000-08191,Plumbing,TR 2941,Issued,METRO,928217,34.05003,-118.19353,2032,14
16016-10000-09451,Bldg-Alter/Repair,TR 8453,Permit Finaled,METRO,753835,34.05312,-118.19285,2032,14
18016-10000-19071,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Permit Finaled,METRO,0,34.03199,-118.19938,2041.2,14
18041-20001-44673,Electrical,CARNATION TERRACE TRACT,Permit Finaled,VAN NUYS,497994,,,2038,14
16041-20000-44045,Electrical,,Permit Finaled,VAN NUYS,650643,,,2014.02,14
15020-10000-03342,Nonbldg-New,TR 2271,Issued,METRO,803626,34.03452,-118.20594,2043,14
18041-10000-42782,Electrical,PLATEAU TRACT,Permit Finaled,METRO,383811,34.03293,-118.19256,2039,14
19042-90000-01297,Plumbing,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Permit Finaled,INTERNET,1037967,34.03295,-118.19425,2039,14
17042-10000-10186,Plumbing,PORTION OF FREMONT HEIGHTS TRACT,Issued,METRO,423484,34.03693,-118.20315,2041.1,14
18016-10000-08262,Bldg-Alter/Repair,TR 5258,Permit Finaled,METRO,0,34.05125,-118.19281,2032,14
17041-70000-27553,Electrical,RAYMUND HEIGHTS TRACT,Permit Finaled,SOUTH LA,730112,34.04595,-118.19346,2038,14
16041-90000-12722,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Refund in Progress,INTERNET,888104,34.03126,-118.1979,2039,14
17016-10000-00505,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,855010,34.03145,-118.19444,2039,14
17044-20000-05089,HVAC,HYLAND HEIGHTS TRACT,Permit Finaled,VAN NUYS,711937,34.04536,-118.1957,2038,14
16041-20000-25518,Electrical,PLATEAU TRACT,Permit Finaled,VAN NUYS,993986,,,2039,14
18042-10000-16457,Plumbing,HAMMELL'S SUBDIVISION OF LOTS 31 AND 32 OF WORKMAN AND HELLMAN'S SUBDIVISION OF,Permit Finaled,METRO,989217,,,2041.2,14
18041-20000-45962,Electrical,P M 1018,Issued,VAN NUYS,988324,34.06263,-118.19051,2014.02,14
16042-20000-17127,Plumbing,EAST END TERRACE,Permit Finaled,VAN NUYS,505706,34.03442,-118.19354,2039,14
18016-10000-13894,Bldg-Alter/Repair,CARNATION TERRACE TRACT,Permit Finaled,METRO,843564,34.04725,-118.1961,2038,14
17041-10000-23816,Electrical,CARNATION TERRACE TRACT,Permit Finaled,METRO,753365,34.04798,-118.19498,2038,14
17041-10000-03346,Electrical,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,930500,34.03886,-118.19292,2039,14
19041-90000-03545,Electrical,LA PALOMA HEIGHTS TRACT,Permit Finaled,INTERNET,922218,34.03765,-118.19813,2041.1,14
16016-10000-11577,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Refund Completed,METRO,0,34.03266,-118.20021,2041.2,14
16016-90000-08564,Bldg-Alter/Repair,CORCORAN TRACT,Permit Finaled,INTERNET,876769,34.03934,-118.20057,2041.1,14
19016-90000-02510,Bldg-Alter/Repair,EAST END TERRACE,Permit Finaled,INTERNET,923436,34.0344,-118.19349,2039,14
16041-90000-07389,Electrical,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,INTERNET,888104,34.03669,-118.20035,2041.1,14
15041-10002-33243,Electrical,TR 4812,Permit Finaled,METRO,990049,34.04295,-118.19367,2038,14
19041-90000-12147,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,INTERNET,867533,34.03362,-118.19702,2039,14
18042-70000-08877,Plumbing,LA PALOMA HEIGHTS TRACT,Issued,SOUTH LA,588619,34.03724,-118.19928,2041.1,14
19042-90000-15242,Plumbing,EAST END TERRACE,Permit Finaled,INTERNET,989217,34.0358,-118.19422,2039,14
17016-10000-30688,Bldg-Alter/Repair,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Issued,METRO,0,34.03494,-118.2032,2041.2,14
18042-90000-22650,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,989217,34.03507,-118.20133,2041.2,14
17044-10000-08807,HVAC,HYLAND HEIGHTS TRACT,Permit Finaled,METRO,878296,34.04556,-118.19615,2038,14
18042-10000-08538,Plumbing,EUCLID PLACE TRACT,Permit Finaled,METRO,1021841,34.03672,-118.20365,2043,14
17041-10000-30695,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,METRO,910949,34.04293,-118.1964,2038,14
19016-10000-09553,Bldg-Alter/Repair,HYLAND HEIGHTS TRACT,Issued,METRO,663409,34.04244,-118.19755,2038,14
18042-90000-22647,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Issued,INTERNET,989217,34.03667,-118.20087,2041.1,14
17041-90000-16976,Electrical,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Issued,INTERNET,807933,34.04372,-118.19935,2038,14
16041-90000-09198,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,INTERNET,942114,34.04478,-118.19607,2038,14
17041-10000-43606,Electrical,HAMMELL'S SUBDIVISION OF LOTS 31 AND 32 OF WORKMAN AND HELLMAN'S SUBDIVISION OF,Permit Finaled,METRO,935794,34.03433,-118.20487,2041.2,14
16014-10000-01707,Bldg-Addition,EAST END TERRACE,CofO Issued,METRO,0,34.03626,-118.19375,2039,14
16020-10000-01966,Nonbldg-New,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,METRO,0,,,2038,14
18042-20000-22010,Plumbing,DACOTAH TRACT,Permit Finaled,VAN NUYS,1031830,34.03714,-118.20165,2041.1,14
19042-90000-15243,Plumbing,MOUNTAIN VIEW TRACT,Permit Finaled,INTERNET,989217,34.03357,-118.20011,2041.2,14
17016-10000-05198,Bldg-Alter/Repair,PLATEAU TRACT,CofO Issued,METRO,0,34.03295,-118.19364,2039,14
18041-90000-32907,Electrical,TR 5258,Permit Finaled,INTERNET,921266,34.05221,-118.19442,2032,14
16016-10000-13055,Bldg-Alter/Repair,CARNATION TERRACE TRACT,Permit Finaled,METRO,0,34.04851,-118.19391,2038,14
16042-90000-06327,Plumbing,TR 2941,Permit Expired,INTERNET,374573,34.04914,-118.19303,2032,14
21016-10000-31124,Bldg-Alter/Repair,TR 2941,Permit Finaled,METRO,876769,34.0505,-118.19357,2032,14
17016-10000-16562,Bldg-Alter/Repair,TR 2416,Permit Finaled,METRO,847679,,,2041.2,14
19044-90000-05474,HVAC,TR 4812,Issued,INTERNET,630379,34.04417,-118.19298,2038,14
18041-70000-46315,Electrical,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,SOUTH LA,782093,34.0345,-118.20304,2041.2,14
16042-10000-00912,Plumbing,TR 4812,Permit Finaled,METRO,786893,34.04295,-118.19367,2038,14
17041-90000-13864,Electrical,TR 8453,Permit Finaled,INTERNET,0,34.05319,-118.19308,2032,14
18044-70001-01799,HVAC,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,SOUTH LA,1021841,34.03513,-118.20435,2041.2,14
18044-10001-03163,HVAC,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,METRO,802990,34.03679,-118.19885,2041.1,14
18042-90000-22654,Plumbing,EAST END TERRACE,Permit Finaled,INTERNET,989217,34.0358,-118.19422,2039,14
16016-20001-30779,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,Permit Finaled,VAN NUYS,1002544,34.03778,-118.19842,2041.1,14
17044-10000-12919,HVAC,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,622969,34.03144,-118.19529,2039,14
17042-20000-25042,Plumbing,LA PALOMA HEIGHTS TRACT,Permit Finaled,VAN NUYS,900919,34.03774,-118.19881,2041.1,14
16042-70001-20360,Plumbing,KENYON AND SMITH TRACT,Issued,SOUTH LA,817787,34.03238,-118.19825,2041.2,14
17042-40000-11094,Plumbing,TR 399,Permit Finaled,SANPEDRO,852708,34.03427,-118.19951,2041.2,14
17041-90000-19541,Electrical,RAYMUND HEIGHTS TRACT,Permit Finaled,INTERNET,987339,34.04614,-118.19303,2038,14
16016-90000-15322,Bldg-Alter/Repair,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,INTERNET,972309,34.04508,-118.19775,2038,14
19042-90000-13864,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Issued,INTERNET,989217,34.03544,-118.2027,2041.2,14
16014-70002-05673,Bldg-Alter/Repair,HYLAND HEIGHTS TRACT,Permit Finaled,SOUTH LA,0,34.04361,-118.19625,2038,14
17041-90000-20344,Electrical,TR 2941,Permit Finaled,INTERNET,998787,34.05168,-118.19479,2032,14
19041-10000-20865,Electrical,TR 2271,Issued,METRO,275878,34.03452,-118.20594,2043,14
17041-20000-30990,Electrical,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,VAN NUYS,968725,,,2039,14
17041-10000-13998,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,1007894,34.03224,-118.19333,2039,14
18041-90000-43066,Electrical,BOSTON HEIGHTS,Refund Completed,INTERNET,383811,34.06033,-118.19282,2031,14
18041-10001-22982,Electrical,KENYON AND SMITH TRACT,Permit Finaled,METRO,814700,,,2041.2,14
21016-90000-48358,Bldg-Alter/Repair,TR 1323,Permit Finaled,INTERNET,685693,34.04526,-118.19744,2038,14
17043-20000-03350,Fire Sprinkler,LA PALOMA HEIGHTS TRACT,Permit Finaled,VAN NUYS,893040,34.03778,-118.19842,2041.1,14
18041-90000-03757,Electrical,LA PALOMA HEIGHTS TRACT,Permit Finaled,INTERNET,720285,34.03772,-118.19932,2041.1,14
16016-70000-17863,Bldg-Alter/Repair,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,SOUTH LA,964798,34.03664,-118.20107,2041.1,14
17041-10000-03348,Electrical,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,930500,34.03886,-118.19292,2039,14
19042-90000-15244,Plumbing,EAST END TERRACE,Permit Finaled,INTERNET,989217,34.03587,-118.19436,2039,14
18041-90000-01926,Electrical,LA PALOMA HEIGHTS ADDITION,Permit Finaled,INTERNET,1004379,34.03591,-118.19699,2041.1,14
19042-90000-00355,Plumbing,HYLAND HEIGHTS TRACT,Permit Finaled,INTERNET,505706,34.04397,-118.19649,2038,14
17041-10000-41765,Electrical,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,383811,34.03849,-118.19399,2039,14
21014-10000-01865,Bldg-Addition,TR 4812,Issued,METRO,0,34.04182,-118.19517,2038,14
17020-10000-01112,Nonbldg-New,CARNATION TERRACE TRACT,Issued,METRO,0,34.04733,-118.19509,2038,14
18044-10000-05599,HVAC,TR 2941,Permit Finaled,METRO,622969,34.05022,-118.19341,2032,14
18042-90000-22631,Plumbing,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,INTERNET,989217,34.0298,-118.19464,2039,14
19044-90000-05473,HVAC,EAST END TERRACE,Issued,INTERNET,630379,34.03613,-118.19496,2039,14
16044-20000-12346,HVAC,HAMMELL'S SUBDIVISION OF LOTS 31 AND 32 OF WORKMAN AND HELLMAN'S SUBDIVISION OF,Issued,VAN NUYS,971704,34.03354,-118.20226,2041.2,14
19041-90000-08279,Electrical,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Permit Finaled,INTERNET,750184,34.03452,-118.19579,2039,14
16016-10000-13601,Bldg-Alter/Repair,KENYON AND SMITH TRACT,CofC Issued,METRO,894426,34.03192,-118.20068,2041.2,14
18042-10000-08547,Plumbing,EUCLID PLACE TRACT,Permit Finaled,METRO,1021841,34.0366,-118.20373,2043,14
17044-10000-12423,HVAC,CARNATION TERRACE TRACT,Permit Finaled,METRO,622969,34.04735,-118.19353,2038,14
18016-30001-16053,Bldg-Alter/Repair,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Issued,WEST LA,972309,34.03384,-118.19426,2039,14
18041-70000-45620,Electrical,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,SOUTH LA,929543,34.04408,-118.19804,2038,14
16010-10001-05869,Bldg-Alter/Repair,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,503577,34.03454,-118.19762,2041.1,14
17016-90000-06706,Bldg-Alter/Repair,LA PALOMA HEIGHTS ADDITION,Permit Finaled,INTERNET,876769,34.03694,-118.197,2041.1,14
17042-90000-26553,Plumbing,CARNATION TERRACE TRACT,Permit Finaled,INTERNET,505706,34.04811,-118.19621,2038,14
18016-10000-02442,Bldg-Alter/Repair,TR 5258,Issued,METRO,0,34.05183,-118.19363,2032,14
16042-90000-19687,Plumbing,CARNATION TERRACE TRACT,Permit Finaled,INTERNET,993779,34.04851,-118.19391,2038,14
17041-20000-09375,Electrical,LA PALOMA HEIGHTS TRACT,Permit Finaled,VAN NUYS,1002544,34.03778,-118.19842,2041.1,14
18044-40000-04751,HVAC,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,SANPEDRO,1011173,34.0328,-118.19677,2039,14
18042-90000-22656,Plumbing,LA PALOMA HEIGHTS ADDITION,Issued,INTERNET,989217,34.03618,-118.19748,2041.1,14
17041-10000-33262,Electrical,LA PALOMA HEIGHTS TRACT,Permit Finaled,METRO,732872,34.03822,-118.19777,2041.1,14
17016-20000-20854,Bldg-Alter/Repair,HYLAND HEIGHTS TRACT,Permit Finaled,VAN NUYS,1020110,34.04556,-118.19615,2038,14
18041-90000-02228,Electrical,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Permit Finaled,INTERNET,890895,34.03397,-118.19652,2039,14
18042-90000-22632,Plumbing,MOUNTAIN VIEW TRACT,Permit Finaled,INTERNET,989217,34.03357,-118.20011,2041.2,14
16044-10000-05483,HVAC,PLATEAU TRACT,Permit Finaled,METRO,0,34.03352,-118.19353,2039,14
17041-10000-36599,Electrical,EAST END TERRACE,Issued,METRO,1030177,34.03626,-118.19375,2039,14
19044-10000-00167,HVAC,KENYON AND SMITH TRACT,Permit Finaled,METRO,622969,34.03296,-118.19792,2041.2,14
